cart_id,cust_id,trx_date
87,780,2023-01-09 00:00:00
88,667,2023-01-10 00:00:00
89,961,2023-01-10 00:00:00
90,31,2023-01-10 00:00:00
91,219,2023-01-10 00:00:00
92,527,2023-01-10 00:00:00
93,675,2023-01-10 00:00:00
94,823,2023-01-10 00:00:00
95,531,2023-01-10 00:00:00
96,815,2023-01-10 00:00:00
97,772,2023-01-11 00:00:00
98,690,2023-01-11 00:00:00
99,375,2023-01-11 00:00:00
100,292,2023-01-11 00:00:00
101,531,2023-01-11 00:00:00
102,779,2023-01-11 00:00:00
103,690,2023-01-11 00:00:00
104,392,2023-01-11 00:00:00
105,182,2023-01-11 00:00:00
106,319,2023-01-12 00:00:00
107,161,2023-01-12 00:00:00
108,773,2023-01-12 00:00:00
109,824,2023-01-12 00:00:00
110,676,2023-01-12 00:00:00
111,747,2023-01-12 00:00:00
112,248,2023-01-12 00:00:00
113,334,2023-01-12 00:00:00
114,910,2023-01-12 00:00:00
115,887,2023-01-12 00:00:00
116,444,2023-01-13 00:00:00
117,271,2023-01-13 00:00:00
118,304,2023-01-13 00:00:00
119,961,2023-01-13 00:00:00
120,632,2023-01-13 00:00:00
121,23,2023-01-13 00:00:00
122,757,2023-01-13 00:00:00
123,570,2023-01-13 00:00:00
124,767,2023-01-13 00:00:00
125,908,2023-01-13 00:00:00
126,265,2023-01-14 00:00:00
127,630,2023-01-14 00:00:00
128,181,2023-01-14 00:00:00
129,527,2023-01-14 00:00:00
130,768,2023-01-14 00:00:00
131,293,2023-01-14 00:00:00
132,571,2023-01-14 00:00:00
133,553,2023-01-14 00:00:00
134,868,2023-01-14 00:00:00
135,822,2023-01-15 00:00:00
136,271,2023-01-15 00:00:00
137,177,2023-01-15 00:00:00
138,937,2023-01-15 00:00:00
139,885,2023-01-15 00:00:00
140,185,2023-01-15 00:00:00
141,695,2023-01-15 00:00:00
142,285,2023-01-15 00:00:00
143,322,2023-01-15 00:00:00
144,147,2023-01-16 00:00:00
145,575,2023-01-16 00:00:00
146,187,2023-01-16 00:00:00
147,316,2023-01-16 00:00:00
148,565,2023-01-16 00:00:00
149,208,2023-01-16 00:00:00
150,932,2023-01-16 00:00:00
151,673,2023-01-16 00:00:00
152,901,2023-01-16 00:00:00
153,905,2023-01-17 00:00:00
154,748,2023-01-17 00:00:00
155,601,2023-01-17 00:00:00
156,267,2023-01-17 00:00:00
157,612,2023-01-17 00:00:00
158,334,2023-01-17 00:00:00
159,23,2023-01-17 00:00:00
160,984,2023-01-17 00:00:00
161,166,2023-01-17 00:00:00
162,193,2023-01-17 00:00:00
163,777,2023-01-18 00:00:00
164,45,2023-01-18 00:00:00
165,19,2023-01-18 00:00:00
166,54,2023-01-18 00:00:00
167,305,2023-01-18 00:00:00
168,324,2023-01-18 00:00:00
169,560,2023-01-18 00:00:00
170,398,2023-01-18 00:00:00
171,549,2023-01-18 00:00:00
172,941,2023-01-19 00:00:00
173,549,2023-01-19 00:00:00
174,699,2023-01-19 00:00:00
175,426,2023-01-19 00:00:00
176,219,2023-01-19 00:00:00
177,707,2023-01-19 00:00:00
178,661,2023-01-19 00:00:00
179,852,2023-01-19 00:00:00
180,770,2023-01-19 00:00:00
181,262,2023-01-20 00:00:00
182,388,2023-01-20 00:00:00
183,1,2023-01-20 00:00:00
184,278,2023-01-20 00:00:00
185,339,2023-01-20 00:00:00
186,295,2023-01-20 00:00:00
187,280,2023-01-20 00:00:00
188,997,2023-01-20 00:00:00
189,250,2023-01-20 00:00:00
190,817,2023-01-21 00:00:00
191,150,2023-01-21 00:00:00
192,520,2023-01-21 00:00:00
193,755,2023-01-21 00:00:00
194,896,2023-01-21 00:00:00
195,655,2023-01-21 00:00:00
196,171,2023-01-21 00:00:00
197,285,2023-01-22 00:00:00
198,524,2023-01-22 00:00:00
199,608,2023-01-22 00:00:00
200,118,2023-01-22 00:00:00
201,748,2023-01-22 00:00:00
202,247,2023-01-22 00:00:00
203,581,2023-01-22 00:00:00
204,832,2023-01-22 00:00:00
205,838,2023-01-23 00:00:00
206,708,2023-01-23 00:00:00
207,474,2023-01-23 00:00:00
208,984,2023-01-23 00:00:00
209,669,2023-01-23 00:00:00
210,215,2023-01-23 00:00:00
211,9,2023-01-23 00:00:00
212,707,2023-01-23 00:00:00
213,296,2023-01-23 00:00:00
214,905,2023-01-24 00:00:00
215,322,2023-01-24 00:00:00
216,759,2023-01-24 00:00:00
217,17,2023-01-24 00:00:00
218,855,2023-01-24 00:00:00
219,974,2023-01-24 00:00:00
220,343,2023-01-24 00:00:00
221,921,2023-01-24 00:00:00
222,634,2023-01-25 00:00:00
223,541,2023-01-25 00:00:00
224,870,2023-01-25 00:00:00
225,826,2023-01-25 00:00:00
226,266,2023-01-25 00:00:00
227,927,2023-01-25 00:00:00
228,447,2023-01-25 00:00:00
229,54,2023-01-25 00:00:00
230,821,2023-01-25 00:00:00
231,284,2023-01-25 00:00:00
232,195,2023-01-26 00:00:00
233,15,2023-01-26 00:00:00
234,217,2023-01-26 00:00:00
235,943,2023-01-26 00:00:00
236,410,2023-01-26 00:00:00
237,961,2023-01-26 00:00:00
238,310,2023-01-26 00:00:00
239,13,2023-01-26 00:00:00
240,9,2023-01-26 00:00:00
241,868,2023-01-27 00:00:00
242,3,2023-01-27 00:00:00
243,219,2023-01-27 00:00:00
244,554,2023-01-27 00:00:00
245,383,2023-01-27 00:00:00
246,807,2023-01-27 00:00:00
247,177,2023-01-27 00:00:00
248,764,2023-01-27 00:00:00
249,827,2023-01-27 00:00:00
250,807,2023-01-28 00:00:00
251,493,2023-01-28 00:00:00
252,1,2023-01-28 00:00:00
253,276,2023-01-28 00:00:00
254,552,2023-01-28 00:00:00
255,979,2023-01-28 00:00:00
256,342,2023-01-28 00:00:00
257,682,2023-01-28 00:00:00
258,577,2023-01-28 00:00:00
259,823,2023-01-29 00:00:00
260,794,2023-01-29 00:00:00
261,369,2023-01-29 00:00:00
262,779,2023-01-29 00:00:00
263,173,2023-01-29 00:00:00
264,665,2023-01-29 00:00:00
265,277,2023-01-29 00:00:00
266,295,2023-01-29 00:00:00
267,827,2023-01-29 00:00:00
268,601,2023-01-29 00:00:00
269,431,2023-01-30 00:00:00
270,718,2023-01-30 00:00:00
271,161,2023-01-30 00:00:00
272,1,2023-01-30 00:00:00
273,681,2023-01-30 00:00:00
274,661,2023-01-30 00:00:00
275,937,2023-01-30 00:00:00
276,883,2023-01-30 00:00:00
277,877,2023-01-30 00:00:00
278,73,2023-01-30 00:00:00
279,607,2023-01-31 00:00:00
280,388,2023-01-31 00:00:00
281,837,2023-01-31 00:00:00
282,195,2023-01-31 00:00:00
283,229,2023-01-31 00:00:00
284,266,2023-01-31 00:00:00
285,170,2023-01-31 00:00:00
286,293,2023-01-31 00:00:00
287,674,2023-01-31 00:00:00
288,649,2023-01-31 00:00:00
289,771,2023-02-01 00:00:00
290,288,2023-02-01 00:00:00
291,676,2023-02-01 00:00:00
292,608,2023-02-01 00:00:00
293,396,2023-02-01 00:00:00
294,697,2023-02-01 00:00:00
295,847,2023-02-01 00:00:00
296,634,2023-02-01 00:00:00
297,376,2023-02-01 00:00:00
298,444,2023-02-01 00:00:00
299,147,2023-02-02 00:00:00
300,52,2023-02-02 00:00:00
301,860,2023-02-02 00:00:00
302,147,2023-02-02 00:00:00
303,236,2023-02-02 00:00:00
304,192,2023-02-02 00:00:00
305,236,2023-02-02 00:00:00
306,614,2023-02-02 00:00:00
307,658,2023-02-02 00:00:00
308,908,2023-02-03 00:00:00
309,8,2023-02-03 00:00:00
310,269,2023-02-03 00:00:00
311,537,2023-02-03 00:00:00
312,311,2023-02-03 00:00:00
313,648,2023-02-03 00:00:00
314,17,2023-02-03 00:00:00
315,411,2023-02-03 00:00:00
316,679,2023-02-04 00:00:00
317,319,2023-02-04 00:00:00
318,789,2023-02-04 00:00:00
319,979,2023-02-04 00:00:00
320,15,2023-02-04 00:00:00
321,121,2023-02-04 00:00:00
322,132,2023-02-04 00:00:00
323,541,2023-02-04 00:00:00
324,923,2023-02-05 00:00:00
325,658,2023-02-05 00:00:00
326,208,2023-02-05 00:00:00
327,644,2023-02-05 00:00:00
328,674,2023-02-05 00:00:00
329,165,2023-02-05 00:00:00
330,780,2023-02-05 00:00:00
331,311,2023-02-05 00:00:00
332,682,2023-02-06 00:00:00
333,737,2023-02-06 00:00:00
334,38,2023-02-06 00:00:00
335,676,2023-02-06 00:00:00
336,749,2023-02-06 00:00:00
337,747,2023-02-06 00:00:00
338,153,2023-02-06 00:00:00
339,161,2023-02-06 00:00:00
340,83,2023-02-06 00:00:00
341,286,2023-02-07 00:00:00
342,171,2023-02-07 00:00:00
343,707,2023-02-07 00:00:00
344,318,2023-02-07 00:00:00
345,200,2023-02-07 00:00:00
346,114,2023-02-07 00:00:00
347,112,2023-02-07 00:00:00
348,807,2023-02-07 00:00:00
349,876,2023-02-07 00:00:00
350,391,2023-02-07 00:00:00
351,617,2023-02-08 00:00:00
352,350,2023-02-08 00:00:00
353,570,2023-02-08 00:00:00
354,814,2023-02-08 00:00:00
355,191,2023-02-08 00:00:00
356,446,2023-02-08 00:00:00
357,658,2023-02-08 00:00:00
358,266,2023-02-08 00:00:00
359,592,2023-02-08 00:00:00
360,833,2023-02-09 00:00:00
361,834,2023-02-09 00:00:00
362,392,2023-02-09 00:00:00
363,42,2023-02-09 00:00:00
364,881,2023-02-09 00:00:00
365,167,2023-02-09 00:00:00
366,538,2023-02-09 00:00:00
367,398,2023-02-09 00:00:00
368,14,2023-02-09 00:00:00
369,196,2023-02-10 00:00:00
370,388,2023-02-10 00:00:00
371,511,2023-02-10 00:00:00
372,100,2023-02-10 00:00:00
373,661,2023-02-10 00:00:00
374,209,2023-02-10 00:00:00
375,174,2023-02-10 00:00:00
376,360,2023-02-10 00:00:00
377,52,2023-02-11 00:00:00
378,775,2023-02-11 00:00:00
379,634,2023-02-11 00:00:00
380,105,2023-02-11 00:00:00
381,866,2023-02-11 00:00:00
382,319,2023-02-11 00:00:00
383,166,2023-02-11 00:00:00
384,559,2023-02-11 00:00:00
385,123,2023-02-12 00:00:00
386,877,2023-02-12 00:00:00
387,305,2023-02-12 00:00:00
388,617,2023-02-12 00:00:00
389,424,2023-02-12 00:00:00
390,228,2023-02-12 00:00:00
391,132,2023-02-12 00:00:00
392,786,2023-02-13 00:00:00
393,729,2023-02-13 00:00:00
394,62,2023-02-13 00:00:00
395,783,2023-02-13 00:00:00
396,592,2023-02-13 00:00:00
397,569,2023-02-13 00:00:00
398,123,2023-02-13 00:00:00
399,937,2023-02-13 00:00:00
400,577,2023-02-13 00:00:00
401,795,2023-02-14 00:00:00
402,116,2023-02-14 00:00:00
403,784,2023-02-14 00:00:00
404,139,2023-02-14 00:00:00
405,156,2023-02-14 00:00:00
406,370,2023-02-14 00:00:00
407,687,2023-02-14 00:00:00
408,62,2023-02-14 00:00:00
409,449,2023-02-14 00:00:00
410,679,2023-02-15 00:00:00
411,399,2023-02-15 00:00:00
412,740,2023-02-15 00:00:00
413,887,2023-02-15 00:00:00
414,182,2023-02-15 00:00:00
415,599,2023-02-15 00:00:00
416,520,2023-02-15 00:00:00
417,598,2023-02-15 00:00:00
418,575,2023-02-15 00:00:00
419,733,2023-02-16 00:00:00
420,500,2023-02-16 00:00:00
421,654,2023-02-16 00:00:00
422,52,2023-02-16 00:00:00
423,228,2023-02-16 00:00:00
424,969,2023-02-16 00:00:00
425,546,2023-02-16 00:00:00
426,728,2023-02-16 00:00:00
427,573,2023-02-17 00:00:00
428,14,2023-02-17 00:00:00
429,824,2023-02-17 00:00:00
430,335,2023-02-17 00:00:00
431,553,2023-02-17 00:00:00
432,302,2023-02-17 00:00:00
433,474,2023-02-17 00:00:00
434,80,2023-02-17 00:00:00
435,854,2023-02-17 00:00:00
436,354,2023-02-18 00:00:00
437,727,2023-02-18 00:00:00
438,847,2023-02-18 00:00:00
439,323,2023-02-18 00:00:00
440,562,2023-02-18 00:00:00
441,899,2023-02-18 00:00:00
442,699,2023-02-18 00:00:00
443,899,2023-02-18 00:00:00
444,387,2023-02-19 00:00:00
445,265,2023-02-19 00:00:00
446,280,2023-02-19 00:00:00
447,98,2023-02-19 00:00:00
448,514,2023-02-19 00:00:00
449,53,2023-02-19 00:00:00
450,293,2023-02-19 00:00:00
451,118,2023-02-19 00:00:00
452,688,2023-02-20 00:00:00
453,171,2023-02-20 00:00:00
454,575,2023-02-20 00:00:00
455,173,2023-02-20 00:00:00
456,809,2023-02-20 00:00:00
457,42,2023-02-20 00:00:00
458,129,2023-02-20 00:00:00
459,83,2023-02-20 00:00:00
460,590,2023-02-21 00:00:00
461,787,2023-02-21 00:00:00
462,497,2023-02-21 00:00:00
463,549,2023-02-21 00:00:00
464,573,2023-02-21 00:00:00
465,32,2023-02-21 00:00:00
466,240,2023-02-21 00:00:00
467,219,2023-02-21 00:00:00
468,984,2023-02-21 00:00:00
469,544,2023-02-22 00:00:00
470,562,2023-02-22 00:00:00
471,3,2023-02-22 00:00:00
472,900,2023-02-22 00:00:00
473,885,2023-02-22 00:00:00
474,202,2023-02-22 00:00:00
475,373,2023-02-22 00:00:00
476,378,2023-02-22 00:00:00
477,179,2023-02-22 00:00:00
478,922,2023-02-23 00:00:00
479,288,2023-02-23 00:00:00
480,344,2023-02-23 00:00:00
481,783,2023-02-23 00:00:00
482,261,2023-02-23 00:00:00
483,419,2023-02-23 00:00:00
484,772,2023-02-23 00:00:00
485,841,2023-02-23 00:00:00
486,9,2023-02-24 00:00:00
487,410,2023-02-24 00:00:00
488,354,2023-02-24 00:00:00
489,517,2023-02-24 00:00:00
490,781,2023-02-24 00:00:00
491,45,2023-02-24 00:00:00
492,924,2023-02-24 00:00:00
493,160,2023-02-24 00:00:00
494,461,2023-02-24 00:00:00
495,642,2023-02-25 00:00:00
496,197,2023-02-25 00:00:00
497,937,2023-02-25 00:00:00
498,444,2023-02-25 00:00:00
499,319,2023-02-25 00:00:00
500,443,2023-02-25 00:00:00
501,45,2023-02-25 00:00:00
502,599,2023-02-25 00:00:00
503,5,2023-02-25 00:00:00
504,958,2023-02-26 00:00:00
505,876,2023-02-26 00:00:00
506,166,2023-02-26 00:00:00
507,749,2023-02-26 00:00:00
508,608,2023-02-26 00:00:00
509,245,2023-02-26 00:00:00
510,332,2023-02-26 00:00:00
511,399,2023-02-26 00:00:00
512,759,2023-02-26 00:00:00
513,386,2023-02-27 00:00:00
514,235,2023-02-27 00:00:00
515,156,2023-02-27 00:00:00
516,902,2023-02-27 00:00:00
517,500,2023-02-27 00:00:00
518,844,2023-02-27 00:00:00
519,807,2023-02-27 00:00:00
520,568,2023-02-27 00:00:00
521,823,2023-02-27 00:00:00
522,258,2023-02-28 00:00:00
523,809,2023-02-28 00:00:00
524,897,2023-02-28 00:00:00
525,598,2023-02-28 00:00:00
526,895,2023-02-28 00:00:00
527,807,2023-02-28 00:00:00
528,329,2023-02-28 00:00:00
529,315,2023-02-28 00:00:00
530,392,2023-02-28 00:00:00
531,130,2023-03-01 00:00:00
532,34,2023-03-01 00:00:00
533,319,2023-03-01 00:00:00
534,869,2023-03-01 00:00:00
535,116,2023-03-01 00:00:00
536,80,2023-03-01 00:00:00
537,258,2023-03-01 00:00:00
538,169,2023-03-01 00:00:00
539,75,2023-03-01 00:00:00
540,771,2023-03-02 00:00:00
541,841,2023-03-02 00:00:00
542,193,2023-03-02 00:00:00
543,467,2023-03-02 00:00:00
544,867,2023-03-02 00:00:00
545,13,2023-03-02 00:00:00
546,360,2023-03-02 00:00:00
547,192,2023-03-02 00:00:00
548,23,2023-03-02 00:00:00
549,734,2023-03-03 00:00:00
550,231,2023-03-03 00:00:00
551,5,2023-03-03 00:00:00
552,293,2023-03-03 00:00:00
553,32,2023-03-03 00:00:00
554,778,2023-03-03 00:00:00
555,376,2023-03-03 00:00:00
556,899,2023-03-03 00:00:00
557,914,2023-03-03 00:00:00
558,540,2023-03-04 00:00:00
559,783,2023-03-04 00:00:00
560,696,2023-03-04 00:00:00
561,185,2023-03-04 00:00:00
562,807,2023-03-04 00:00:00
563,223,2023-03-04 00:00:00
564,634,2023-03-04 00:00:00
565,135,2023-03-04 00:00:00
566,223,2023-03-05 00:00:00
567,92,2023-03-05 00:00:00
568,916,2023-03-05 00:00:00
569,817,2023-03-05 00:00:00
570,469,2023-03-05 00:00:00
571,638,2023-03-05 00:00:00
572,899,2023-03-05 00:00:00
573,185,2023-03-05 00:00:00
574,593,2023-03-06 00:00:00
575,390,2023-03-06 00:00:00
576,506,2023-03-06 00:00:00
577,906,2023-03-06 00:00:00
578,960,2023-03-06 00:00:00
579,899,2023-03-06 00:00:00
580,541,2023-03-06 00:00:00
581,330,2023-03-06 00:00:00
582,809,2023-03-07 00:00:00
583,79,2023-03-07 00:00:00
584,906,2023-03-07 00:00:00
585,431,2023-03-07 00:00:00
586,741,2023-03-07 00:00:00
587,929,2023-03-07 00:00:00
588,161,2023-03-07 00:00:00
589,468,2023-03-07 00:00:00
590,561,2023-03-07 00:00:00
591,250,2023-03-08 00:00:00
592,154,2023-03-08 00:00:00
593,673,2023-03-08 00:00:00
594,30,2023-03-08 00:00:00
595,392,2023-03-08 00:00:00
596,78,2023-03-08 00:00:00
597,631,2023-03-08 00:00:00
598,389,2023-03-08 00:00:00
599,780,2023-03-09 00:00:00
600,664,2023-03-09 00:00:00
601,874,2023-03-09 00:00:00
602,645,2023-03-09 00:00:00
603,748,2023-03-09 00:00:00
604,154,2023-03-09 00:00:00
605,184,2023-03-09 00:00:00
606,226,2023-03-09 00:00:00
607,446,2023-03-09 00:00:00
608,640,2023-03-10 00:00:00
609,23,2023-03-10 00:00:00
610,726,2023-03-10 00:00:00
611,264,2023-03-10 00:00:00
612,153,2023-03-10 00:00:00
613,249,2023-03-10 00:00:00
614,32,2023-03-10 00:00:00
615,592,2023-03-10 00:00:00
616,446,2023-03-11 00:00:00
617,847,2023-03-11 00:00:00
618,369,2023-03-11 00:00:00
619,537,2023-03-11 00:00:00
620,202,2023-03-11 00:00:00
621,18,2023-03-11 00:00:00
622,114,2023-03-11 00:00:00
623,539,2023-03-11 00:00:00
624,730,2023-03-11 00:00:00
625,728,2023-03-12 00:00:00
626,244,2023-03-12 00:00:00
627,401,2023-03-12 00:00:00
628,166,2023-03-12 00:00:00
629,527,2023-03-12 00:00:00
630,765,2023-03-12 00:00:00
631,280,2023-03-12 00:00:00
632,15,2023-03-12 00:00:00
633,1,2023-03-12 00:00:00
634,549,2023-03-13 00:00:00
635,591,2023-03-13 00:00:00
636,38,2023-03-13 00:00:00
637,561,2023-03-13 00:00:00
638,763,2023-03-13 00:00:00
639,137,2023-03-13 00:00:00
640,14,2023-03-13 00:00:00
641,830,2023-03-13 00:00:00
642,658,2023-03-13 00:00:00
643,399,2023-03-14 00:00:00
644,635,2023-03-14 00:00:00
645,894,2023-03-14 00:00:00
646,9,2023-03-14 00:00:00
647,19,2023-03-14 00:00:00
648,197,2023-03-14 00:00:00
649,690,2023-03-14 00:00:00
650,905,2023-03-14 00:00:00
651,906,2023-03-14 00:00:00
652,189,2023-03-14 00:00:00
653,177,2023-03-15 00:00:00
654,812,2023-03-15 00:00:00
655,240,2023-03-15 00:00:00
656,664,2023-03-15 00:00:00
657,792,2023-03-15 00:00:00
658,76,2023-03-15 00:00:00
659,565,2023-03-15 00:00:00
660,555,2023-03-15 00:00:00
661,337,2023-03-15 00:00:00
662,458,2023-03-16 00:00:00
663,217,2023-03-16 00:00:00
664,928,2023-03-16 00:00:00
665,895,2023-03-16 00:00:00
666,184,2023-03-16 00:00:00
667,760,2023-03-16 00:00:00
668,131,2023-03-16 00:00:00
669,559,2023-03-16 00:00:00
670,189,2023-03-16 00:00:00
671,579,2023-03-17 00:00:00
672,839,2023-03-17 00:00:00
673,462,2023-03-17 00:00:00
674,404,2023-03-17 00:00:00
675,58,2023-03-17 00:00:00
676,149,2023-03-17 00:00:00
677,868,2023-03-17 00:00:00
678,19,2023-03-17 00:00:00
679,965,2023-03-17 00:00:00
680,745,2023-03-18 00:00:00
681,118,2023-03-18 00:00:00
682,881,2023-03-18 00:00:00
683,269,2023-03-18 00:00:00
684,617,2023-03-18 00:00:00
685,562,2023-03-18 00:00:00
686,568,2023-03-18 00:00:00
687,631,2023-03-18 00:00:00
688,847,2023-03-18 00:00:00
689,835,2023-03-19 00:00:00
690,537,2023-03-19 00:00:00
691,260,2023-03-19 00:00:00
692,972,2023-03-19 00:00:00
693,13,2023-03-19 00:00:00
694,887,2023-03-19 00:00:00
695,661,2023-03-19 00:00:00
696,297,2023-03-19 00:00:00
697,888,2023-03-19 00:00:00
698,983,2023-03-20 00:00:00
699,649,2023-03-20 00:00:00
700,592,2023-03-20 00:00:00
701,861,2023-03-20 00:00:00
702,277,2023-03-20 00:00:00
703,782,2023-03-20 00:00:00
704,771,2023-03-20 00:00:00
705,258,2023-03-20 00:00:00
706,518,2023-03-20 00:00:00
707,22,2023-03-21 00:00:00
708,908,2023-03-21 00:00:00
709,396,2023-03-21 00:00:00
710,156,2023-03-21 00:00:00
711,659,2023-03-21 00:00:00
712,396,2023-03-21 00:00:00
713,14,2023-03-21 00:00:00
714,248,2023-03-21 00:00:00
715,85,2023-03-21 00:00:00
716,288,2023-03-22 00:00:00
717,527,2023-03-22 00:00:00
718,658,2023-03-22 00:00:00
719,759,2023-03-22 00:00:00
720,848,2023-03-22 00:00:00
721,828,2023-03-22 00:00:00
722,503,2023-03-22 00:00:00
723,253,2023-03-22 00:00:00
724,535,2023-03-22 00:00:00
725,161,2023-03-23 00:00:00
726,679,2023-03-23 00:00:00
727,719,2023-03-23 00:00:00
728,83,2023-03-23 00:00:00
729,135,2023-03-23 00:00:00
730,47,2023-03-23 00:00:00
731,559,2023-03-23 00:00:00
732,590,2023-03-23 00:00:00
733,42,2023-03-23 00:00:00
734,663,2023-03-24 00:00:00
735,615,2023-03-24 00:00:00
736,830,2023-03-24 00:00:00
737,506,2023-03-24 00:00:00
738,984,2023-03-24 00:00:00
739,844,2023-03-24 00:00:00
740,841,2023-03-24 00:00:00
741,666,2023-03-24 00:00:00
742,856,2023-03-24 00:00:00
743,710,2023-03-24 00:00:00
744,860,2023-03-25 00:00:00
745,822,2023-03-25 00:00:00
746,136,2023-03-25 00:00:00
747,911,2023-03-25 00:00:00
748,886,2023-03-25 00:00:00
749,941,2023-03-25 00:00:00
750,760,2023-03-25 00:00:00
751,757,2023-03-25 00:00:00
752,304,2023-03-25 00:00:00
753,162,2023-03-26 00:00:00
754,827,2023-03-26 00:00:00
755,411,2023-03-26 00:00:00
756,328,2023-03-26 00:00:00
757,10,2023-03-26 00:00:00
758,581,2023-03-26 00:00:00
759,184,2023-03-26 00:00:00
760,724,2023-03-26 00:00:00
761,356,2023-03-26 00:00:00
762,933,2023-03-26 00:00:00
763,562,2023-03-27 00:00:00
764,501,2023-03-27 00:00:00
765,375,2023-03-27 00:00:00
766,661,2023-03-27 00:00:00
767,815,2023-03-27 00:00:00
768,349,2023-03-27 00:00:00
769,649,2023-03-27 00:00:00
770,899,2023-03-27 00:00:00
771,135,2023-03-27 00:00:00
772,537,2023-03-27 00:00:00
773,674,2023-03-27 00:00:00
774,855,2023-03-28 00:00:00
775,428,2023-03-28 00:00:00
776,401,2023-03-28 00:00:00
777,767,2023-03-28 00:00:00
778,319,2023-03-28 00:00:00
779,14,2023-03-28 00:00:00
780,258,2023-03-28 00:00:00
781,451,2023-03-28 00:00:00
782,72,2023-03-28 00:00:00
783,121,2023-03-28 00:00:00
784,399,2023-03-28 00:00:00
785,479,2023-03-29 00:00:00
786,968,2023-03-29 00:00:00
787,9,2023-03-29 00:00:00
788,847,2023-03-29 00:00:00
789,984,2023-03-29 00:00:00
790,761,2023-03-29 00:00:00
791,290,2023-03-29 00:00:00
792,910,2023-03-29 00:00:00
793,401,2023-03-29 00:00:00
794,200,2023-03-29 00:00:00
795,52,2023-03-30 00:00:00
796,148,2023-03-30 00:00:00
797,621,2023-03-30 00:00:00
798,941,2023-03-30 00:00:00
799,284,2023-03-30 00:00:00
800,634,2023-03-30 00:00:00
801,905,2023-03-30 00:00:00
802,334,2023-03-30 00:00:00
803,563,2023-03-30 00:00:00
804,937,2023-03-31 00:00:00
805,323,2023-03-31 00:00:00
806,979,2023-03-31 00:00:00
807,30,2023-03-31 00:00:00
808,233,2023-03-31 00:00:00
809,13,2023-03-31 00:00:00
810,114,2023-03-31 00:00:00
811,8,2023-03-31 00:00:00
812,645,2023-03-31 00:00:00
813,779,2023-03-31 00:00:00
814,867,2023-04-01 00:00:00
815,193,2023-04-01 00:00:00
816,391,2023-04-01 00:00:00
817,263,2023-04-01 00:00:00
818,747,2023-04-01 00:00:00
819,45,2023-04-01 00:00:00
820,818,2023-04-01 00:00:00
821,968,2023-04-01 00:00:00
