cart_item_id,cart_id,product_id,order_amt
621,190,117,2
622,191,43,2
623,191,110,3
624,192,24,1
625,192,58,3
626,192,95,3
627,192,103,3
628,193,34,3
629,193,137,3
630,194,98,1
631,194,114,1
632,195,97,1
633,195,54,1
634,196,94,2
635,196,102,3
636,196,117,2
637,196,57,2
638,197,5,3
639,197,15,2
640,197,101,3
641,198,95,2
642,198,148,1
643,198,152,3
644,199,72,1
645,199,18,1
646,199,47,2
647,200,31,2
648,200,19,3
649,201,6,1
650,201,49,3
651,202,19,1
652,202,76,1
653,202,93,1
654,202,119,2
655,202,146,3
656,203,5,3
657,203,62,2
658,203,136,3
659,204,119,3
660,204,132,3
661,205,115,3
662,205,97,3
663,205,71,3
664,205,33,1
665,206,36,2
666,206,53,2
667,207,15,1
668,207,24,4
669,207,30,3
670,207,87,3
671,207,119,1
672,208,3,3
673,208,7,1
674,208,111,2
675,209,136,2
676,209,147,1
677,209,52,2
678,209,70,1
679,210,33,1
680,210,52,2
681,210,130,2
682,210,142,2
683,211,15,3
684,211,18,1
685,211,24,3
686,211,31,1
687,211,149,3
688,212,117,2
689,212,89,1
690,212,29,2
691,212,23,2
692,213,26,2
693,213,87,2
694,213,97,1
695,214,4,3
696,214,5,1
697,214,80,1
698,214,151,2
699,215,89,3
700,215,108,1
701,216,36,3
702,216,65,3
703,216,13,3
704,216,24,1
705,217,5,1
706,217,13,3
707,217,24,2
708,217,55,3
709,218,57,1
710,218,103,3
711,219,46,3
712,219,110,3
713,220,119,1
714,220,45,1
715,220,81,1
716,220,21,3
717,220,20,2
718,220,22,1
719,221,76,2
720,221,117,2
721,222,94,3
722,222,111,1
723,223,16,3
724,223,24,1
725,223,117,3
726,224,131,3
727,224,5,2
728,224,6,1
729,224,50,1
730,224,95,2
731,225,46,1
732,225,24,2
733,225,40,2
734,226,139,2
735,226,142,1
736,227,5,1
737,227,39,3
738,227,55,2
739,227,76,1
740,227,102,1
741,227,130,2
742,228,4,2
743,228,22,3
744,228,127,2
745,229,87,3
746,229,34,2
747,229,2,1
748,229,5,3
749,229,12,3
750,230,28,2
751,230,138,3
752,231,56,3
753,231,101,2
754,232,32,2
755,232,92,3
756,232,96,1
757,233,143,1
758,233,135,1
759,233,117,1
760,233,82,1
761,234,7,2
762,234,38,1
763,234,140,3
764,235,5,3
765,235,35,3
766,235,78,3
767,235,83,2
768,236,43,2
769,236,85,1
770,236,140,3
771,236,148,1
772,237,142,1
773,237,30,1
774,237,92,3
775,238,4,1
776,238,50,1
777,238,80,2
778,238,135,1
779,239,21,2
780,239,24,2
781,239,66,2
782,240,147,1
783,240,102,1
784,240,148,3
785,241,101,3
786,241,77,1
787,241,132,1
788,241,54,3
789,241,59,2
790,242,24,1
791,242,105,2
792,242,147,2
793,243,16,3
794,243,144,3
795,244,2,2
796,244,97,3
797,244,121,2
798,244,142,2
799,245,117,1
800,245,123,3
801,245,22,2
802,245,109,3
803,246,44,1
804,246,119,1
805,246,127,1
806,246,140,2
807,247,18,1
808,247,63,3
809,247,93,1
810,247,119,2
811,248,113,3
812,248,80,3
813,248,109,2
814,248,132,2
815,249,107,2
816,249,80,2
817,250,5,2
818,250,65,3
819,250,111,3
820,251,26,3
821,251,50,1
822,251,67,1
823,251,119,2
824,252,94,2
825,252,145,3
826,253,38,1
827,253,57,1
828,253,63,2
829,253,142,3
830,254,35,2
831,254,4,1
832,254,33,3
833,255,54,2
834,255,112,1
835,256,97,1
836,256,133,3
837,257,24,1
838,257,58,3
839,257,97,2
840,258,66,3
841,258,108,1
842,258,115,1
843,259,151,2
844,259,141,2
845,259,69,3
846,259,46,2
847,260,5,1
848,260,101,3
849,260,109,3
850,261,48,2
851,261,81,1
852,261,124,1
853,261,140,1
854,262,31,1
855,262,54,3
856,262,80,2
857,263,119,3
858,263,115,1
859,263,3,2
860,263,81,3
861,264,14,2
862,264,33,1
863,264,80,3
864,264,97,3
865,265,4,1
866,265,74,3
867,265,141,1
868,265,146,3
869,266,65,2
870,266,122,3
871,267,114,2
872,267,91,3
873,267,34,2
874,267,26,2
875,268,50,2
876,268,121,3
877,268,138,2
878,269,24,3
879,269,97,1
880,269,105,3
881,270,53,2
882,270,65,2
883,270,119,1
884,270,141,3
885,271,83,1
886,271,54,1
887,271,5,2
888,272,25,2
889,272,46,2
890,272,101,2
891,272,109,3
892,273,12,2
893,273,74,1
894,273,104,1
895,273,120,1
896,274,22,3
897,274,24,1
898,274,97,3
899,274,108,1
900,275,132,1
901,275,86,3
902,275,52,2
903,275,12,1
904,276,107,2
905,276,136,2
906,277,10,1
907,277,61,1
908,277,73,3
909,277,119,3
910,278,1,2
911,278,134,1
912,278,144,1
913,279,102,1
914,279,76,2
915,279,28,2
916,280,35,3
917,280,50,2
918,281,5,3
919,281,114,3
920,282,24,2
921,282,85,1
922,282,97,3
923,282,101,2
924,283,97,1
925,283,89,1
926,283,122,1
927,283,2,2
928,283,48,2
929,284,26,2
930,284,56,3
931,284,89,1
932,285,79,1
933,285,94,2
934,285,100,2
935,285,131,2
936,286,43,2
937,286,45,1
938,286,66,3
939,286,108,1
940,287,133,1
941,287,118,3
942,287,38,2
943,287,85,1
944,288,6,1
945,288,87,2
946,288,97,1
947,288,126,1
948,289,11,2
949,289,125,3
950,290,142,2
951,290,9,3
952,290,64,1
953,290,133,2
954,291,88,2
955,291,117,1
956,291,82,3
957,291,83,2
958,292,80,2
959,292,89,1
960,292,119,3
961,292,147,3
962,293,17,3
963,293,47,3
964,293,125,2
965,294,24,3
966,294,75,3
967,294,86,2
968,294,114,1
969,294,124,2
970,295,132,3
971,295,130,3
972,295,57,3
973,295,102,2
974,296,69,3
975,296,118,1
976,297,59,2
977,297,89,1
978,298,9,3
979,298,39,1
980,298,65,1
981,299,32,2
982,299,65,3
983,300,120,1
984,300,113,1
985,300,24,2
986,300,51,3
987,300,100,3
988,301,32,1
989,301,64,3
990,301,111,1
991,301,119,3
992,302,32,3
993,302,46,2
994,303,118,2
995,303,107,1
996,303,120,1
997,303,64,1
998,303,103,3
999,304,5,1
1000,304,39,3
1001,304,59,1
1002,304,91,1
1003,305,45,1
1004,305,80,2
1005,305,91,1
1006,305,147,2
1007,306,121,3
1008,306,31,3
1009,306,97,3
1010,306,106,1
1011,307,38,3
1012,307,56,1
1013,307,5,2
1014,307,24,3
1015,308,46,2
1016,308,54,2
1017,308,113,1
1018,309,8,2
1019,309,27,1
1020,310,24,3
1021,310,84,2
1022,310,133,2
1023,311,18,2
1024,311,103,2
1025,311,116,3
1026,312,114,1
1027,312,111,3
1028,312,64,1
1029,312,9,1
1030,312,76,2
1031,313,33,3
1032,313,101,2
1033,313,115,2
1034,314,44,2
1035,314,63,1
1036,315,119,1
1037,315,15,2
1038,315,74,2
1039,316,16,2
1040,316,24,3
1041,316,8,1
1042,317,15,3
1043,317,17,2
1044,317,61,3
1045,317,149,2
1046,318,24,3
1047,318,52,2
1048,318,97,3
1049,318,142,2
1050,319,29,1
1051,319,119,3
1052,320,113,2
1053,320,117,2
1054,320,48,3
1055,320,57,2
1056,321,23,1
1057,321,122,3
1058,322,17,1
1059,322,19,2
1060,323,8,1
1061,323,71,2
1062,323,79,1
1063,323,114,1
1064,323,122,1
1065,324,24,1
1066,324,27,1
1067,324,56,2
1068,324,90,2
1069,325,143,2
1070,325,64,3
1071,325,67,3
1072,326,8,1
1073,326,31,1
1074,326,32,3
1075,326,64,1
1076,326,148,3
1077,327,9,1
1078,327,41,3
1079,328,7,3
1080,328,145,3
1081,329,120,1
1082,329,123,2
1083,329,88,3
1084,329,45,1
1085,330,5,2
1086,330,55,1
1087,330,97,1
1088,330,106,3
1089,331,32,3
1090,331,68,2
1091,332,99,2
1092,332,124,1
1093,332,147,3
1094,332,149,3
1095,333,82,1
1096,333,53,2
1097,333,33,3
1098,333,32,1
1099,334,52,2
1100,334,65,1
1101,334,97,3
1102,334,121,1
1103,335,67,3
1104,335,83,2
1105,336,27,3
1106,336,130,2
1107,337,120,1
1108,337,146,1
1109,337,8,1
1110,337,35,1
1111,338,44,3
1112,338,54,2
1113,338,60,3
1114,338,144,1
1115,339,20,3
1116,339,83,1
1117,339,108,1
1118,339,129,3
1119,340,56,3
1120,340,72,3
1121,341,107,1
1122,341,80,3
1123,341,114,1
1124,341,64,1
1125,341,79,2
1126,342,97,1
1127,342,24,2
1128,342,23,3
1129,343,5,2
1130,343,32,2
1131,343,97,1
1132,343,149,1
1133,344,70,2
1134,344,119,2
1135,345,24,2
1136,345,28,2
1137,346,5,1
1138,346,67,2
1139,346,102,1
1140,347,40,1
1141,347,33,3
1142,347,5,1
1143,348,19,1
1144,348,132,1
1145,348,142,3
1146,348,149,1
1147,349,93,3
1148,349,115,1
1149,350,65,3
1150,350,143,2
1151,351,2,2
1152,351,53,2
1153,351,151,3
1154,352,61,1
1155,352,58,1
1156,352,24,3
1157,353,91,2
1158,353,121,1
1159,354,79,3
1160,354,143,1
1161,354,144,1
1162,355,88,1
1163,355,121,3
1164,356,31,3
1165,356,78,3
1166,356,86,1
1167,356,139,2
1168,357,133,1
1169,357,75,3
1170,357,24,3
1171,357,14,2
1172,358,33,3
1173,358,69,3
1174,358,95,3
1175,358,136,1
1176,359,33,3
1177,359,77,2
1178,359,126,2
1179,359,136,3
1180,360,24,2
1181,360,33,2
1182,360,84,1
1183,361,24,1
1184,361,1,3
1185,362,60,3
1186,362,81,2
1187,363,11,1
1188,363,46,2
1189,363,140,2
1190,364,99,3
1191,364,147,3
1192,365,14,1
1193,365,71,1
1194,366,24,1
1195,366,30,2
1196,367,33,1
1197,367,90,1
1198,368,142,2
1199,368,97,3
1200,368,36,2
1201,368,58,1
1202,369,11,1
1203,369,57,3
1204,369,150,3
1205,370,8,1
1206,370,45,2
1207,370,48,2
1208,370,60,3
1209,370,114,1
1210,371,114,1
1211,371,125,1
1212,371,112,1
1213,371,111,1
1214,371,64,1
1215,372,25,2
1216,372,93,2
1217,372,117,2
1218,373,5,2
1219,373,33,3
1220,373,46,2
1221,373,99,3
1222,374,24,2
1223,374,66,2
1224,374,120,1
1225,375,126,3
1226,375,72,1
1227,375,61,1
1228,375,24,2
1229,376,6,1
1230,376,40,1
1231,376,78,3
1232,376,142,2
1233,377,24,2
1234,377,45,1
1235,377,47,2
1236,377,113,1
1237,377,114,1
1238,377,151,2
1239,378,141,1
1240,378,130,3
1241,378,24,2
1242,378,102,2
1243,379,9,2
1244,379,24,2
1245,379,67,1
1246,380,26,1
1247,380,76,3
1248,380,139,2
1249,380,150,3
1250,381,46,1
1251,381,97,3
1252,381,113,3
1253,381,120,1
1254,381,142,3
1255,382,50,1
1256,382,13,1
1257,382,42,1
1258,383,89,2
1259,383,115,1
1260,383,119,2
1261,383,140,3
1262,384,32,3
1263,384,35,2
1264,384,97,1
1265,385,19,3
1266,385,33,3
1267,385,41,3
1268,386,111,2
1269,386,80,3
1270,386,69,1
1271,386,33,1
1272,387,77,1
1273,387,97,1
1274,388,31,1
1275,388,58,3
1276,389,13,3
1277,389,14,1
1278,389,55,3
1279,390,16,2
1280,390,36,1
1281,390,55,1
1282,390,135,3
1283,391,128,2
1284,391,34,3
1285,391,119,1
1286,392,54,1
1287,392,119,1
1288,393,6,3
1289,393,108,1
1290,394,24,3
1291,394,106,1
1292,395,24,1
1293,395,64,1
1294,395,97,1
1295,395,121,1
1296,396,133,1
1297,396,19,3
1298,396,97,1
1299,397,7,3
1300,397,97,3
1301,397,133,2
1302,398,23,3
1303,398,94,3
1304,398,150,3
1305,399,120,1
1306,399,81,3
1307,399,89,3
1308,399,64,1
1309,399,3,2
1310,399,66,3
1311,400,32,3
1312,400,142,1
1313,401,26,3
1314,401,45,3
1315,401,135,2
1316,402,4,2
1317,402,24,1
1318,402,33,2
1319,402,49,2
1320,403,97,3
1321,403,143,3
1322,404,67,1
1323,404,19,2
1324,405,24,1
1325,405,125,1
1326,405,142,1
1327,406,33,1
1328,406,147,2
1329,407,129,2
1330,407,135,2
1331,408,30,1
1332,408,76,3
1333,408,26,1
1334,408,5,2
1335,409,97,3
1336,409,112,2
1337,409,142,3
1338,410,23,3
1339,410,68,3
1340,410,149,2
1341,411,80,2
1342,411,116,2
1343,411,24,1
1344,412,130,3
1345,412,150,3
1346,412,54,2
1347,412,119,3
1348,413,94,1
1349,413,130,2
1350,413,45,1
1351,414,49,1
1352,414,13,3
1353,414,8,3
1354,415,144,3
1355,415,149,2
1356,416,19,1
1357,416,41,3
1358,416,45,1
1359,416,95,2
1360,416,114,1
1361,417,47,3
1362,417,80,3
1363,417,122,2
1364,417,144,2
1365,418,78,3
1366,418,24,2
1367,419,27,2
1368,419,113,2
1369,420,97,3
1370,420,122,3
1371,420,136,2
1372,421,15,1
1373,421,42,1
1374,422,3,2
1375,422,72,1
1376,422,74,2
1377,422,124,1
1378,423,130,2
1379,423,126,2
1380,423,5,2
1381,423,19,2
1382,424,92,1
1383,424,97,2
1384,425,24,1
1385,425,67,1
1386,425,111,1
1387,426,16,1
1388,426,105,2
1389,426,140,3
1390,427,118,3
1391,427,40,3
1392,427,144,3
1393,428,152,2
1394,428,31,2
1395,428,44,1
1396,429,46,3
1397,429,47,3
1398,429,56,3
1399,430,65,1
1400,430,119,2
1401,431,72,3
1402,431,5,1
1403,432,110,3
1404,432,111,1
1405,432,57,3
1406,432,83,3
1407,433,140,1
1408,433,33,1
1409,433,119,3
1410,434,8,1
1411,434,31,3
1412,434,120,1
1413,434,121,1
1414,434,138,1
1415,435,48,3
1416,435,65,2
1417,435,101,3
1418,436,93,2
1419,436,150,3
1420,436,26,3
1421,437,91,3
1422,437,92,1
1423,438,24,3
1424,438,41,1
1425,438,45,1
1426,438,59,2
1427,438,64,1
1428,439,64,1
1429,439,8,1
1430,439,51,3
1431,439,56,3
1432,440,124,2
1433,440,81,2
1434,440,32,2
1435,440,71,1
1436,441,24,1
1437,441,35,2
1438,441,128,3
1439,442,20,3
1440,442,48,2
1441,442,110,3
1442,443,33,1
1443,443,152,1
1444,444,61,1
1445,444,49,3
1446,444,15,3
1447,445,12,3
1448,445,53,1
1449,445,113,1
1450,445,114,1
1451,445,145,2
1452,446,31,2
1453,446,33,1
1454,446,37,2
1455,446,77,1
1456,447,25,3
1457,447,52,3
1458,447,21,1
1459,447,126,3
1460,448,24,3
1461,448,51,1
1462,449,128,2
1463,449,51,2
1464,450,23,3
1465,450,54,2
1466,450,110,1
1467,450,127,1
1468,451,4,3
1469,451,20,2
1470,451,45,2
1471,451,112,2
1472,452,66,2
1473,452,81,3
1474,452,120,2
1475,453,144,2
1476,453,56,2
1477,453,47,3
1478,453,43,3
1479,454,42,2
1480,454,94,3
1481,455,11,3
1482,455,79,2
1483,456,52,2
1484,456,126,1
1485,457,5,3
1486,457,64,1
1487,457,73,1
1488,457,114,1
1489,458,151,2
1490,458,143,1
1491,458,33,2
1492,458,31,3
1493,459,36,3
1494,459,113,1
1495,459,119,2
1496,460,33,2
1497,460,129,2
1498,461,24,3
1499,461,55,2
1500,461,144,3
1501,462,3,1
1502,462,113,1
1503,463,21,1
1504,463,85,2
1505,464,44,1
1506,464,12,1
1507,464,31,3
1508,465,6,2
1509,465,49,1
1510,465,53,1
1511,465,119,2
1512,466,8,3
1513,466,31,2
1514,466,46,3
1515,466,88,2
1516,466,113,1
1517,466,114,1
1518,467,114,1
1519,467,47,2
1520,467,97,1
1521,468,51,1
1522,468,64,1
1523,468,99,3
1524,469,8,1
1525,469,58,3
1526,469,62,2
1527,469,114,2
1528,470,17,2
1529,470,47,3
1530,470,55,1
1531,470,62,3
1532,471,132,2
1533,471,97,2
1534,471,12,3
1535,471,24,1
1536,472,1,2
1537,472,78,1
1538,472,133,2
1539,472,136,1
1540,473,34,1
1541,473,127,2
1542,474,6,2
1543,474,45,1
1544,474,130,2
1545,475,52,3
1546,475,38,1
1547,476,86,1
1548,476,96,3
1549,476,151,2
1550,477,87,1
1551,477,122,2
1552,478,40,3
1553,478,47,3
1554,478,65,2
1555,479,141,3
1556,479,119,1
1557,479,71,3
1558,479,93,2
1559,480,38,1
1560,480,100,1
1561,481,68,2
1562,481,86,1
1563,481,126,1
1564,482,15,1
1565,482,109,1
1566,483,85,1
1567,483,34,3
1568,483,114,1
1569,484,64,1
1570,484,55,3
1571,484,97,2
1572,485,110,3
1573,485,31,1
1574,486,95,1
1575,486,149,2
1576,486,6,1
1577,486,33,2
1578,487,16,3
1579,487,20,1
1580,488,7,2
1581,488,35,3
1582,488,36,3
1583,488,55,1
1584,489,34,2
1585,489,46,1
1586,489,145,1
1587,490,7,2
1588,490,24,1
1589,490,65,1
1590,490,97,3
1591,491,117,2
1592,491,66,3
1593,492,54,1
1594,492,114,1
1595,493,9,3
1596,493,53,2
1597,493,152,2
1598,494,34,3
1599,494,58,2
1600,494,106,1
1601,495,55,1
1602,495,97,1
1603,495,112,3
1604,496,41,1
1605,496,23,3
1606,497,24,2
1607,497,55,1
1608,497,84,3
1609,497,109,1
1610,498,124,3
1611,498,143,3
1612,499,119,1
1613,499,123,3
1614,500,5,2
1615,500,8,1
1616,500,35,1
1617,500,97,1
1618,501,54,1
1619,501,28,1
1620,502,105,2
1621,502,119,1
1622,503,7,1
1623,503,81,2
1624,504,12,3
1625,504,28,1
1626,504,80,3
1627,505,24,2
1628,505,97,3
1629,505,133,3
1630,506,42,3
1631,506,57,3
1632,506,15,2
1633,507,33,2
1634,507,49,3
1635,507,77,1
1636,507,90,3
1637,508,46,1
1638,508,74,1
1639,509,114,3
1640,509,119,2
1641,510,17,3
1642,510,19,2
1643,510,52,2
1644,510,133,2
1645,511,118,2
1646,511,113,1
1647,511,80,3
1648,512,90,3
1649,512,136,2
1650,513,8,1
1651,513,45,2
1652,513,74,2
1653,513,111,1
1654,513,112,1
1655,514,46,1
1656,514,64,1
1657,514,74,2
1658,514,120,1
1659,514,151,1
1660,515,119,2
1661,515,81,2
